node_line_name,node_type,best_module_filename,best_module_name,best_module_params,best_execution_time
retrieve_node_line,lexical_retrieval,0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'space'}",0.0027292013168334
