filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,is_best
0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'space'}",0.002729201316833496,0.5,1.0,0.33333333333333337,True
1.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",0.002271604537963867,0.5,1.0,0.33333333333333337,False
