filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,is_best
0.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'porter_stemmer'}",0.0033530950546264648,0.5,1.0,0.33333333333333337,True
1.parquet,BM25,"{'top_k': 3, 'bm25_tokenizer': 'space'}",0.0024744272232055664,0.5,1.0,0.33333333333333337,False
