node_type,best_module_filename,best_module_name,best_module_params,best_execution_time
prompt_maker,0.parquet,Fstring,{'prompt': 'Contexto recuperado:\n{retrieved_contents}\n\nPergunta: {query}\n'},0.000351858139038
