filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,retrieval_ndcg,retrieval_mrr,is_best
0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'space'}",0.0038846731185913086,0.33333333333333337,1.0,0.2,1.0,1.0,True
1.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.0031033992767333985,0.33333333333333337,1.0,0.2,1.0,1.0,False
